exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Hammer Curl (Dumbbell),10.0,14,7.5,15,1050.0,-2.5,1.0,5.38125,2025-10-08T04:20:00+00:00,12.5,24.0
Hammer Curl (Dumbbell),15.0,20,10.0,16,1142.5,-5.0,-4.0,1.9118055555555555,2025-10-13T13:29:00+00:00,15.0,18.0
Hammer Curl (Dumbbell),10.0,15,7.5,15,1125.0,-2.5,0.0,3.7305555555555556,2025-10-15T11:22:00+00:00,15.0,18.0
Hammer Curl (Dumbbell),10.0,24,7.5,15,1020.0,-2.5,-9.0,2.8986111111111112,2025-10-19T04:54:00+00:00,15.0,19.0
Hammer Curl (Dumbbell),17.5,7,12.5,16,907.5,-5.0,9.0,5.338888888888889,2025-10-22T02:28:00+00:00,15.0,18.0
Hammer Curl (Dumbbell),15.0,17,10.0,15,900.0,-5.0,-2.0,3.0145833333333334,2025-10-27T10:36:00+00:00,15.0,20.0
Hammer Curl (Dumbbell),10.0,15,7.5,15,1120.0,-2.5,0.0,3.984722222222222,2025-10-30T10:57:00+00:00,10.0,30.0
Hammer Curl (Dumbbell),10.0,15,7.5,15,1187.5,-2.5,0.0,2.01875,2025-11-03T10:35:00+00:00,15.0,18.0
Hammer Curl (Dumbbell),10.0,12,7.5,15,802.5,-2.5,3.0,5.027083333333334,2025-11-05T11:02:00+00:00,15.0,22.0
Hammer Curl (Dumbbell),17.5,13,12.5,15,1045.0,-5.0,2.0,1.992361111111111,2025-11-10T11:41:00+00:00,15.0,24.0
Hammer Curl (Dumbbell),12.5,10,10.0,15,1237.5,-2.5,5.0,4.95625,2025-11-12T11:30:00+00:00,17.5,15.0
Hammer Curl (Dumbbell),17.5,15,10.0,18,1145.0,-7.5,3.0,2.011111111111111,2025-11-17T10:27:00+00:00,17.5,16.0
Hammer Curl (Dumbbell),15.0,19,10.0,15,977.5,-5.0,-4.0,28.014583333333334,2025-11-19T10:43:00+00:00,17.5,12.0
Hammer Curl (Dumbbell),20.0,10,17.5,8,760.0,-2.5,-2.0,11.974305555555556,2025-12-17T11:04:00+00:00,15.0,20.0
Hammer Curl (Dumbbell),20.0,12,10.0,17,1157.5,-10.0,5.0,1.8006944444444444,2025-12-29T10:27:00+00:00,15.0,23.0
Hammer Curl (Dumbbell),7.5,22,5.0,20,1277.5,-2.5,-2.0,5.199305555555555,2025-12-31T05:40:00+00:00,15.0,17.0
Hammer Curl (Dumbbell),20.0,10,10.0,15,975.0,-10.0,5.0,2.1118055555555557,2026-01-05T10:27:00+00:00,15.0,20.0
Hammer Curl (Dumbbell),12.5,13,10.0,13,855.0,-2.5,0.0,5.007638888888889,2026-01-07T13:08:00+00:00,15.0,22.0
Hammer Curl (Dumbbell),12.5,15,10.0,12,1345.0,-2.5,-3.0,6.878472222222222,2026-01-12T13:19:00+00:00,15.0,15.0
Hammer Curl (Dumbbell),20.0,12,12.5,15,880.0,-7.5,3.0,2.1166666666666667,2026-01-19T10:24:00+00:00,15.0,25.0
Hammer Curl (Dumbbell),10.0,15,7.5,17,1142.5,-2.5,2.0,3.6729166666666666,2026-01-21T13:12:00+00:00,10.0,18.0
Hammer Curl (Dumbbell),12.5,12,7.5,15,917.5,-5.0,3.0,3.3291666666666666,2026-01-25T05:21:00+00:00,12.5,19.0
Hammer Curl (Dumbbell),12.5,20,7.5,20,1010.0,-5.0,0.0,5.079166666666667,2026-01-28T13:15:00+00:00,12.5,22.0
Hammer Curl (Dumbbell),10.0,15,7.5,15,1142.5,-2.5,0.0,1.8097222222222222,2026-02-02T15:09:00+00:00,10.0,20.0
Hammer Curl (Dumbbell),5.0,15,2.5,18,607.5,-2.5,3.0,5.009027777777778,2026-02-04T10:35:00+00:00,12.5,20.0
Hammer Curl (Dumbbell),15.0,13,10.0,15,932.5,-5.0,2.0,2.095833333333333,2026-02-09T10:48:00+00:00,12.5,15.0
Hammer Curl (Dumbbell),10.0,24,7.5,15,620.0,-2.5,-9.0,5.084027777777778,2026-02-11T13:06:00+00:00,12.5,15.0
Hammer Curl (Dumbbell),10.0,10,7.5,15,400.0,-2.5,5.0,1.8069444444444445,2026-02-16T15:07:00+00:00,10.0,20.0
Hammer Curl (Dumbbell),12.5,15,10.0,10,675.0,-2.5,-5.0,5.044444444444444,2026-02-18T10:29:00+00:00,10.0,23.0
Hammer Curl (Dumbbell),15.0,8,10.0,15,725.0,-5.0,7.0,4.945833333333334,2026-02-23T11:33:00+00:00,12.5,20.0
Hammer Curl (Dumbbell),15.0,10,10.0,17,845.0,-5.0,7.0,7.004166666666666,2026-02-28T10:15:00+00:00,10.0,22.0
Hammer Curl (Dumbbell),10.0,15,7.5,9,887.5,-2.5,-6.0,2.0347222222222223,2026-03-07T10:21:00+00:00,12.5,20.0
Hammer Curl (Dumbbell),12.5,18,10.0,12,895.0,-2.5,-6.0,7.03125,2026-03-09T11:11:00+00:00,10.0,26.0
Hammer Curl (Dumbbell),15.0,13,10.0,15,855.0,-5.0,2.0,2.08125,2026-03-16T11:56:00+00:00,12.5,20.0
Hanging Knee Raise,0.0,10,0.0,4,0.0,0.0,-6.0,2.9770833333333333,2025-10-13T13:29:00+00:00,0.0,4.0
Hanging Knee Raise,0.0,4,0.0,4,0.0,0.0,0.0,11.877083333333333,2025-10-16T12:56:00+00:00,0.0,8.0
Hanging Knee Raise,0.0,4,0.0,8,0.0,0.0,4.0,3.167361111111111,2025-10-28T09:59:00+00:00,0.0,10.0
Hanging Knee Raise,0.0,10,0.0,8,0.0,0.0,-2.0,12.852083333333333,2025-10-31T14:00:00+00:00,0.0,10.0
Hanging Knee Raise,0.0,10,0.0,12,0.0,0.0,2.0,7.047916666666667,2025-11-13T10:27:00+00:00,0.0,3.0
Hanging Knee Raise,0.0,3,0.0,10,0.0,0.0,7.0,11.952083333333333,2025-11-20T11:36:00+00:00,0.0,10.0
Hanging Knee Raise,0.0,10,0.0,14,0.0,0.0,4.0,7.0159722222222225,2025-12-02T10:27:00+00:00,0.0,13.0
Hanging Knee Raise,0.0,13,0.0,13,0.0,0.0,0.0,2.0006944444444446,2025-12-09T10:50:00+00:00,0.0,6.0
Hanging Knee Raise,0.0,6,0.0,12,0.0,0.0,6.0,4.975694444444445,2025-12-11T10:51:00+00:00,0.0,15.0
Hanging Knee Raise,0.0,15,0.0,16,0.0,0.0,1.0,2.0347222222222223,2025-12-16T10:16:00+00:00,0.0,18.0
Hanging Knee Raise,0.0,18,0.0,19,0.0,0.0,1.0,5.008333333333334,2025-12-18T11:06:00+00:00,0.0,20.0
Hanging Knee Raise,0.0,20,0.0,20,0.0,0.0,0.0,1.9673611111111111,2025-12-23T11:18:00+00:00,0.0,22.0
Hanging Knee Raise,0.0,22,0.0,18,0.0,0.0,-4.0,4.995138888888889,2025-12-25T10:31:00+00:00,0.0,23.0
Hanging Knee Raise,0.0,23,0.0,19,0.0,0.0,-4.0,7.04375,2025-12-30T10:24:00+00:00,0.0,25.0
Hanging Knee Raise,0.0,25,0.0,22,0.0,0.0,-3.0,1.9631944444444445,2026-01-06T11:27:00+00:00,0.0,23.0
Hanging Knee Raise,0.0,23,0.0,17,0.0,0.0,-6.0,5.079861111111111,2026-01-08T10:34:00+00:00,0.0,25.0
Hanging Knee Raise,0.0,25,0.0,22,0.0,0.0,-3.0,6.904861111111111,2026-01-13T12:29:00+00:00,0.0,27.0
Hanging Knee Raise,0.0,27,0.0,25,0.0,0.0,-2.0,2.0819444444444444,2026-01-20T10:12:00+00:00,0.0,25.0
Hanging Knee Raise,0.0,25,0.0,20,0.0,0.0,-5.0,4.927083333333333,2026-01-22T12:10:00+00:00,0.0,28.0
Hanging Knee Raise,0.0,28,0.0,25,0.0,0.0,-3.0,16.088194444444444,2026-01-27T10:25:00+00:00,0.0,20.0
Hanging Knee Raise,0.0,20,0.0,22,0.0,0.0,2.0,13.697222222222223,2026-02-12T12:32:00+00:00,0.0,20.0
Hanging Knee Raise,0.0,22,0.0,20,0.0,0.0,-2.0,7.370138888888889,2026-02-26T05:16:00+00:00,0.0,20.0
Incline Bench Press (Barbell),20.0,20,20.0,20,400.0,0.0,0.0,42.00208333333333,2025-12-20T10:29:00+00:00,20.0,22.0
Incline Bench Press (Barbell),25.0,14,20.0,15,2650.0,-5.0,1.0,3.0131944444444443,2026-01-31T10:32:00+00:00,25.0,22.0
Incline Bench Press (Barbell),35.0,12,25.0,15,1945.0,-10.0,3.0,3.935416666666667,2026-02-03T10:51:00+00:00,30.0,20.0
Incline Bench Press (Barbell),35.0,15,25.0,12,1425.0,-10.0,-3.0,7.066666666666666,2026-02-07T09:18:00+00:00,30.0,18.0
Incline Bench Press (Barbell),35.0,16,25.0,15,1930.0,-10.0,-1.0,6.979166666666667,2026-02-14T10:54:00+00:00,30.0,15.0
Incline Bench Press (Barbell),35.0,18,30.0,12,1965.0,-5.0,-6.0,6.99375,2026-02-21T10:24:00+00:00,30.0,16.0
Incline Bench Press (Barbell),35.0,16,30.0,15,1490.0,-5.0,-1.0,7.793055555555555,2026-02-28T10:15:00+00:00,30.0,22.0
Incline Bench Press (Barbell),35.0,20,30.0,12,2350.0,-5.0,-8.0,6.213888888888889,2026-03-08T05:17:00+00:00,35.0,20.0
Incline Bench Press (Dumbbell),20.0,12,12.5,10,925.0,-7.5,-2.0,3.015277777777778,2025-05-20T10:27:00+00:00,15.0,16.0
Incline Bench Press (Dumbbell),15.0,6,12.5,10,1395.0,-2.5,4.0,4.006944444444445,2025-05-23T10:49:00+00:00,15.0,20.0
Incline Bench Press (Dumbbell),20.0,10,15.0,6,1110.0,-5.0,-4.0,3.6166666666666667,2025-05-27T10:59:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),20.0,10,15.0,12,1377.5,-5.0,2.0,3.354861111111111,2025-05-31T01:47:00+00:00,17.5,15.0
Incline Bench Press (Dumbbell),20.0,15,12.5,9,1362.5,-7.5,-6.0,4.148611111111111,2025-06-03T10:18:00+00:00,12.5,20.0
Incline Bench Press (Dumbbell),12.5,8,10.0,10,1012.5,-2.5,2.0,2.7909722222222224,2025-06-07T13:52:00+00:00,15.0,17.0
Incline Bench Press (Dumbbell),20.0,16,15.0,3,1140.0,-5.0,-13.0,4.8590277777777775,2025-06-10T08:51:00+00:00,15.0,18.0
Incline Bench Press (Dumbbell),20.0,13,12.5,12,1095.0,-7.5,-1.0,9.15625,2025-06-15T05:28:00+00:00,15.0,22.0
Incline Bench Press (Dumbbell),15.0,6,12.5,8,960.0,-2.5,2.0,4.084722222222222,2025-06-24T09:13:00+00:00,12.5,20.0
Incline Bench Press (Dumbbell),15.0,7,12.5,8,955.0,-2.5,1.0,2.932638888888889,2025-06-28T11:15:00+00:00,17.5,17.0
Incline Bench Press (Dumbbell),17.5,6,12.5,12,1192.5,-5.0,6.0,7.047916666666667,2025-07-01T09:38:00+00:00,17.5,15.0
Incline Bench Press (Dumbbell),22.5,6,20.0,5,812.5,-2.5,-1.0,7.096527777777778,2025-07-08T10:47:00+00:00,17.5,17.0
Incline Bench Press (Dumbbell),20.0,10,15.0,9,1232.5,-5.0,-1.0,3.8625,2025-07-15T13:06:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),17.5,8,15.0,8,1250.0,-2.5,0.0,7.028472222222222,2025-07-19T09:48:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),17.5,8,15.0,8,1197.5,-2.5,0.0,6.997916666666667,2025-07-26T10:29:00+00:00,17.5,21.0
Incline Bench Press (Dumbbell),17.5,9,12.5,12,1490.0,-5.0,3.0,3.097916666666667,2025-08-02T10:26:00+00:00,17.5,20.0
Incline Bench Press (Dumbbell),20.0,4,12.5,7,1485.0,-7.5,3.0,3.9125,2025-08-05T12:47:00+00:00,17.5,20.0
Incline Bench Press (Dumbbell),17.5,12,12.5,15,1565.0,-5.0,3.0,3.0881944444444445,2025-08-09T10:41:00+00:00,15.0,20.0
Incline Bench Press (Dumbbell),17.5,12,12.5,13,1360.0,-5.0,1.0,6.915277777777778,2025-08-12T12:48:00+00:00,10.0,25.0
Incline Bench Press (Dumbbell),17.5,15,12.5,9,1372.5,-5.0,-6.0,3.959722222222222,2025-08-19T10:46:00+00:00,15.0,23.0
Incline Bench Press (Dumbbell),15.0,7,12.5,10,1075.0,-2.5,3.0,2.845833333333333,2025-08-23T09:48:00+00:00,12.5,24.0
Incline Bench Press (Dumbbell),20.0,13,15.0,9,1265.0,-5.0,-4.0,4.180555555555555,2025-08-26T06:06:00+00:00,15.0,16.0
Incline Bench Press (Dumbbell),15.0,10,20.0,12,810.0,5.0,2.0,3.098611111111111,2025-08-30T10:26:00+00:00,12.5,20.0
Incline Bench Press (Dumbbell),15.0,7,12.5,7,1242.5,-2.5,0.0,3.76875,2025-09-02T12:48:00+00:00,17.5,15.0
Incline Bench Press (Dumbbell),15.0,13,12.5,12,1012.5,-2.5,-1.0,3.2083333333333335,2025-09-06T07:15:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),20.0,8,15.0,10,1067.5,-5.0,2.0,3.9590277777777776,2025-09-09T12:15:00+00:00,15.0,18.0
Incline Bench Press (Dumbbell),20.0,15,15.0,10,1377.5,-5.0,-5.0,5.100694444444445,2025-09-13T11:16:00+00:00,15.0,18.0
Incline Bench Press (Dumbbell),20.0,11,15.0,8,1025.0,-5.0,-3.0,1.8729166666666666,2025-09-18T13:41:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),17.5,8,12.5,12,1212.5,-5.0,4.0,3.1006944444444446,2025-09-20T10:38:00+00:00,12.5,22.0
Incline Bench Press (Dumbbell),15.0,10,12.5,9,1360.0,-2.5,-1.0,3.9055555555555554,2025-09-23T13:03:00+00:00,15.0,20.0
Incline Bench Press (Dumbbell),17.5,10,15.0,12,1105.0,-2.5,2.0,3.0909722222222222,2025-09-27T10:47:00+00:00,12.5,20.0
Incline Bench Press (Dumbbell),15.0,10,12.5,15,1117.5,-2.5,5.0,3.942361111111111,2025-09-30T12:58:00+00:00,12.5,22.0
Incline Bench Press (Dumbbell),15.0,13,12.5,13,1507.5,-2.5,0.0,3.1180555555555554,2025-10-04T11:35:00+00:00,17.5,17.0
Incline Bench Press (Dumbbell),22.5,10,20.0,6,1227.5,-2.5,-4.0,6.847916666666666,2025-10-07T14:25:00+00:00,17.5,20.0
Incline Bench Press (Dumbbell),22.5,9,15.0,15,1302.5,-7.5,6.0,3.9604166666666667,2025-10-14T10:46:00+00:00,17.5,18.0
Incline Bench Press (Dumbbell),22.5,14,15.0,9,1377.5,-7.5,-5.0,7.178472222222222,2025-10-18T09:49:00+00:00,15.0,20.0
Incline Bench Press (Dumbbell),15.0,10,12.5,7,1010.0,-2.5,-3.0,3.9472222222222224,2025-10-25T14:06:00+00:00,17.5,15.0
Incline Bench Press (Dumbbell),22.5,9,15.0,9,1190.0,-7.5,0.0,5.909722222222222,2025-10-29T12:50:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,9,17.5,4,1067.5,-5.0,-5.0,3.9833333333333334,2025-11-04T10:40:00+00:00,20.0,13.0
Incline Bench Press (Dumbbell),17.5,9,12.5,12,1355.0,-5.0,3.0,3.0548611111111112,2025-11-08T10:16:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),17.5,7,12.5,12,1360.0,-5.0,5.0,6.982638888888889,2025-11-11T11:35:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,11,17.5,11,1302.5,-5.0,0.0,4.045138888888889,2025-11-18T11:10:00+00:00,20.0,16.0
Incline Bench Press (Dumbbell),17.5,10,15.0,9,1410.0,-2.5,-1.0,2.9402777777777778,2025-11-22T12:15:00+00:00,20.0,17.0
Incline Bench Press (Dumbbell),20.0,15,15.0,12,1330.0,-5.0,-3.0,3.9881944444444444,2025-11-25T10:49:00+00:00,20.0,13.0
Incline Bench Press (Dumbbell),22.5,14,17.5,9,1385.0,-5.0,-5.0,2.9965277777777777,2025-11-29T10:32:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,12,17.5,5,1150.0,-5.0,-7.0,4.013888888888889,2025-12-02T10:27:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),25.0,7,17.5,10,1212.5,-7.5,3.0,3.002083333333333,2025-12-06T10:47:00+00:00,20.0,16.0
Incline Bench Press (Dumbbell),17.5,12,12.5,12,1460.0,-5.0,0.0,3.9993055555555554,2025-12-09T10:50:00+00:00,20.0,20.0
Incline Bench Press (Dumbbell),22.5,13,17.5,14,1627.5,-5.0,1.0,2.9770833333333333,2025-12-13T10:49:00+00:00,17.5,20.0
Incline Bench Press (Dumbbell),22.5,13,20.0,6,1275.0,-2.5,-7.0,4.009027777777778,2025-12-16T10:16:00+00:00,22.5,15.0
Incline Bench Press (Dumbbell),17.5,8,12.5,12,1075.0,-5.0,4.0,3.0340277777777778,2025-12-20T10:29:00+00:00,20.0,17.0
Incline Bench Press (Dumbbell),22.5,14,17.5,12,1502.5,-5.0,-2.0,3.9631944444444445,2025-12-23T11:18:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,11,15.0,13,1117.5,-7.5,2.0,2.9993055555555554,2025-12-27T10:25:00+00:00,20.0,16.0
Incline Bench Press (Dumbbell),25.0,9,17.5,14,1127.5,-7.5,5.0,4.006944444444445,2025-12-30T10:24:00+00:00,17.5,17.0
Incline Bench Press (Dumbbell),25.0,13,15.0,11,1425.0,-10.0,-2.0,3.0368055555555555,2026-01-03T10:34:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,11,15.0,8,1005.0,-7.5,-3.0,3.9833333333333334,2026-01-06T11:27:00+00:00,15.0,22.0
Incline Bench Press (Dumbbell),17.5,8,12.5,15,1392.5,-5.0,7.0,3.0597222222222222,2026-01-10T11:03:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),25.0,8,20.0,4,850.0,-5.0,-4.0,3.936111111111111,2026-01-13T12:29:00+00:00,17.5,20.0
Incline Bench Press (Dumbbell),20.0,5,15.0,12,1147.5,-5.0,7.0,2.96875,2026-01-17T10:57:00+00:00,20.0,17.0
Incline Bench Press (Dumbbell),25.0,7,20.0,10,1030.0,-5.0,3.0,4.00625,2026-01-20T10:12:00+00:00,20.0,18.0
Incline Bench Press (Dumbbell),25.0,10,20.0,8,1130.0,-5.0,-2.0,3.0027777777777778,2026-01-24T10:21:00+00:00,20.0,20.0
Incline Bench Press (Dumbbell),25.0,11,20.0,8,1060.0,-5.0,-3.0,14.084027777777777,2026-01-27T10:25:00+00:00,15.0,16.0
Incline Bench Press (Dumbbell),25.0,9,15.0,15,1182.5,-10.0,6.0,6.922916666666667,2026-02-10T12:26:00+00:00,15.0,20.0
Incline Bench Press (Dumbbell),25.0,6,17.5,11,1280.0,-7.5,5.0,7.016666666666667,2026-02-17T10:35:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),22.5,13,15.0,15,1017.5,-7.5,2.0,8.07013888888889,2026-02-24T10:59:00+00:00,20.0,15.0
Incline Bench Press (Dumbbell),25.0,9,17.5,12,1072.5,-7.5,3.0,5.9743055555555555,2026-03-04T12:40:00+00:00,22.5,12.0
Incline Bench Press (Dumbbell),25.0,9,20.0,4,912.5,-5.0,-5.0,7.00625,2026-03-10T12:03:00+00:00,22.5,15.0
Lat Pulldown (Cable),40.0,10,30.0,10,2140.0,-10.0,0.0,6.9375,2025-05-21T11:52:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,11,30.0,7,2030.0,-10.0,-4.0,6.975,2025-05-28T10:22:00+00:00,35.0,20.0
Lat Pulldown (Cable),35.0,6,25.0,12,2490.0,-10.0,6.0,3.8319444444444444,2025-06-04T09:46:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,9,30.0,12,1910.0,-10.0,3.0,3.2125,2025-06-08T05:44:00+00:00,35.0,15.0
Lat Pulldown (Cable),40.0,12,30.0,9,2645.0,-10.0,-3.0,2.9541666666666666,2025-06-11T10:50:00+00:00,30.0,23.0
Lat Pulldown (Cable),40.0,15,35.0,7,2735.0,-5.0,-8.0,10.977777777777778,2025-06-14T09:44:00+00:00,30.0,23.0
Lat Pulldown (Cable),40.0,9,30.0,9,1880.0,-10.0,0.0,3.8409722222222222,2025-06-25T09:12:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,13,30.0,11,1550.0,-10.0,-2.0,3.2333333333333334,2025-06-29T05:23:00+00:00,35.0,18.0
Lat Pulldown (Cable),45.0,9,35.0,9,2230.0,-10.0,0.0,3.745138888888889,2025-07-02T10:59:00+00:00,35.0,20.0
Lat Pulldown (Cable),45.0,9,35.0,6,2365.0,-10.0,-3.0,3.347916666666667,2025-07-06T04:52:00+00:00,35.0,19.0
Lat Pulldown (Cable),45.0,10,30.0,12,2170.0,-15.0,2.0,7.00625,2025-07-09T13:13:00+00:00,40.0,15.0
Lat Pulldown (Cable),45.0,11,35.0,9,2490.0,-10.0,-2.0,3.64375,2025-07-16T13:22:00+00:00,40.0,14.0
Lat Pulldown (Cable),45.0,11,30.0,11,2035.0,-15.0,0.0,3.3229166666666665,2025-07-20T04:49:00+00:00,40.0,17.0
Lat Pulldown (Cable),45.0,11,35.0,10,2350.0,-10.0,-1.0,3.675,2025-07-23T12:34:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,15,30.0,10,2445.0,-10.0,-5.0,3.3340277777777776,2025-07-27T04:46:00+00:00,40.0,16.0
Lat Pulldown (Cable),45.0,15,35.0,6,2920.0,-10.0,-9.0,3.6770833333333335,2025-07-30T12:47:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,14,35.0,16,2540.0,-5.0,2.0,3.34375,2025-08-03T05:02:00+00:00,40.0,16.0
Lat Pulldown (Cable),35.0,5,30.0,16,3185.0,-5.0,11.0,3.6555555555555554,2025-08-06T13:17:00+00:00,40.0,16.0
Lat Pulldown (Cable),30.0,7,25.0,12,2455.0,-5.0,5.0,3.3208333333333333,2025-08-10T05:01:00+00:00,35.0,20.0
Lat Pulldown (Cable),30.0,9,25.0,8,2665.0,-5.0,-1.0,6.908333333333333,2025-08-13T12:43:00+00:00,35.0,20.0
Lat Pulldown (Cable),30.0,7,25.0,8,1950.0,-5.0,1.0,3.7743055555555554,2025-08-20T10:31:00+00:00,35.0,20.0
Lat Pulldown (Cable),40.0,14,30.0,8,1950.0,-10.0,-6.0,6.986805555555556,2025-08-24T05:06:00+00:00,40.0,13.0
Lat Pulldown (Cable),40.0,12,30.0,8,1845.0,-10.0,-4.0,3.2604166666666665,2025-08-31T04:47:00+00:00,40.0,14.0
Lat Pulldown (Cable),35.0,6,30.0,6,2410.0,-5.0,0.0,3.7368055555555557,2025-09-03T11:02:00+00:00,40.0,15.0
Lat Pulldown (Cable),40.0,11,30.0,8,1920.0,-10.0,-3.0,4.39375,2025-09-07T04:43:00+00:00,40.0,12.0
Lat Pulldown (Cable),45.0,12,40.0,16,1660.0,-5.0,4.0,5.951388888888889,2025-09-11T14:10:00+00:00,40.0,17.0
Lat Pulldown (Cable),45.0,10,35.0,8,2170.0,-10.0,-2.0,3.657638888888889,2025-09-17T13:00:00+00:00,40.0,14.0
Lat Pulldown (Cable),35.0,8,30.0,8,2430.0,-5.0,0.0,3.303472222222222,2025-09-21T04:47:00+00:00,40.0,16.0
Lat Pulldown (Cable),35.0,10,30.0,8,2830.0,-5.0,-2.0,3.702777777777778,2025-09-24T12:04:00+00:00,40.0,16.0
Lat Pulldown (Cable),30.0,15,25.0,12,2820.0,-5.0,-3.0,3.3472222222222223,2025-09-28T04:56:00+00:00,40.0,18.0
Lat Pulldown (Cable),40.0,14,35.0,10,2935.0,-5.0,-4.0,3.65,2025-10-01T13:16:00+00:00,40.0,20.0
Lat Pulldown (Cable),35.0,9,30.0,10,2405.0,-5.0,1.0,2.977777777777778,2025-10-05T04:52:00+00:00,40.0,17.0
Lat Pulldown (Cable),45.0,12,35.0,12,2360.0,-10.0,0.0,4.0375,2025-10-08T04:20:00+00:00,40.0,20.0
Lat Pulldown (Cable),35.0,8,30.0,7,2370.0,-5.0,-1.0,3.2555555555555555,2025-10-12T05:14:00+00:00,40.0,19.0
Lat Pulldown (Cable),35.0,12,30.0,12,2850.0,-5.0,0.0,3.7305555555555556,2025-10-15T11:22:00+00:00,40.0,20.0
Lat Pulldown (Cable),35.0,13,30.0,8,2880.0,-5.0,-5.0,2.8986111111111112,2025-10-19T04:54:00+00:00,45.0,12.0
Lat Pulldown (Cable),50.0,12,50.0,11,2610.0,0.0,-1.0,4.097916666666666,2025-10-22T02:28:00+00:00,45.0,10.0
Lat Pulldown (Cable),45.0,14,30.0,12,1935.0,-15.0,-2.0,4.2555555555555555,2025-10-26T04:49:00+00:00,45.0,15.0
Lat Pulldown (Cable),50.0,11,40.0,7,2055.0,-10.0,-4.0,6.003472222222222,2025-10-30T10:57:00+00:00,45.0,17.0
Lat Pulldown (Cable),50.0,10,35.0,10,2215.0,-15.0,0.0,3.761111111111111,2025-11-05T11:02:00+00:00,45.0,15.0
Lat Pulldown (Cable),50.0,12,40.0,12,2405.0,-10.0,0.0,3.2583333333333333,2025-11-09T05:18:00+00:00,45.0,18.0
Lat Pulldown (Cable),50.0,12,40.0,10,2410.0,-10.0,-2.0,3.723611111111111,2025-11-12T11:30:00+00:00,45.0,13.0
Lat Pulldown (Cable),40.0,12,30.0,8,2670.0,-10.0,-4.0,3.24375,2025-11-16T04:52:00+00:00,45.0,15.0
Lat Pulldown (Cable),50.0,10,35.0,12,2405.0,-15.0,2.0,3.834722222222222,2025-11-19T10:43:00+00:00,45.0,17.0
Lat Pulldown (Cable),35.0,9,30.0,10,2530.0,-5.0,1.0,3.1590277777777778,2025-11-23T06:45:00+00:00,45.0,18.0
Lat Pulldown (Cable),50.0,12,35.0,8,2390.0,-15.0,-4.0,3.7597222222222224,2025-11-26T10:34:00+00:00,45.0,16.0
Lat Pulldown (Cable),50.0,8,35.0,8,2030.0,-15.0,0.0,3.25,2025-11-30T04:48:00+00:00,50.0,12.0
Lat Pulldown (Cable),45.0,6,35.0,8,2125.0,-10.0,2.0,3.765277777777778,2025-12-03T10:48:00+00:00,50.0,12.0
Lat Pulldown (Cable),45.0,7,30.0,10,2140.0,-15.0,3.0,3.225,2025-12-07T05:10:00+00:00,50.0,14.0
Lat Pulldown (Cable),45.0,7,40.0,10,2495.0,-5.0,3.0,3.761111111111111,2025-12-10T10:34:00+00:00,50.0,16.0
Lat Pulldown (Cable),45.0,8,40.0,10,2750.0,-5.0,2.0,3.2597222222222224,2025-12-14T04:50:00+00:00,50.0,16.0
Lat Pulldown (Cable),45.0,8,35.0,10,2910.0,-10.0,2.0,6.972222222222222,2025-12-17T11:04:00+00:00,50.0,19.0
Lat Pulldown (Cable),45.0,7,35.0,10,3045.0,-10.0,3.0,3.7743055555555554,2025-12-24T10:24:00+00:00,50.0,15.0
Lat Pulldown (Cable),40.0,11,35.0,6,2600.0,-5.0,-5.0,3.0284722222222222,2025-12-28T04:59:00+00:00,50.0,15.0
Lat Pulldown (Cable),40.0,10,35.0,6,2735.0,-5.0,-4.0,7.311111111111111,2025-12-31T05:40:00+00:00,50.0,17.0
Lat Pulldown (Cable),60.0,8,45.0,10,2605.0,-15.0,2.0,3.6506944444444445,2026-01-07T13:08:00+00:00,50.0,15.0
Lat Pulldown (Cable),55.0,11,40.0,11,2510.0,-15.0,0.0,3.3916666666666666,2026-01-11T04:45:00+00:00,50.0,15.0
Lat Pulldown (Cable),50.0,15,55.0,15,1575.0,5.0,0.0,6.960416666666666,2026-01-14T14:09:00+00:00,55.0,17.0
Lat Pulldown (Cable),55.0,14,40.0,18,3360.0,-15.0,4.0,3.6729166666666666,2026-01-21T13:12:00+00:00,45.0,16.0
